age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
31.0, ?,13492.0, HS-grad,9.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,188759.06, Assoc-acdm,12.0, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,13492.0, 9th,9.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,99999.0,0.0,40.0, United-States, >50K
43.0, Self-emp-not-inc,13492.0, HS-grad,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,20.0, United-States, <=50K
42.0, Private,127652.695, Some-college,10.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,60.0, United-States, <=50K
17.0, Private,151478.5, Some-college,10.0, Never-married, Sales, Own-child, White, Female,0.0,0.0,36.0, United-States, <=50K
36.0, Private,94295.78, Assoc-voc,10.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
36.0, Self-emp-not-inc,180284.02, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
58.0, Private,13492.0, 11th,7.0, Divorced, Handlers-cleaners, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Private,169320.06, Some-college,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
31.0, Private,272923.75, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, ?, >50K
33.0, State-gov,80574.31, Assoc-acdm,11.0, Never-married, Adm-clerical, Unmarried, Other, Female,0.0,1887.0,1.0, United-States, <=50K
47.0, Private,176172.19, 10th,9.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, ?,54403.19, Masters,14.0, Married-civ-spouse, ?, Husband, White, Female,0.0,0.0,30.0, United-States, >50K
17.0, State-gov,13492.0, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,45.0, Puerto-Rico, <=50K
17.0, Local-gov,390064.72, Masters,14.0, Never-married, Prof-specialty, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
31.0, Private,92797.31, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Private,31480.379, Some-college,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K
17.0, Self-emp-inc,149724.03, HS-grad,9.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
28.0, Private,163999.4, Some-college,11.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Local-gov,195196.84, Bachelors,13.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
27.0, Federal-gov,163693.95, HS-grad,10.0, Never-married, Transport-moving, Not-in-family, Black, Male,0.0,0.0,1.0, United-States, <=50K
47.0, Private,223443.94, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
38.0, Federal-gov,13492.0, Some-college,10.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,142999.66, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-inc,207282.38, Some-college,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
45.0, Private,177266.06, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
29.0, Private,91625.24, Assoc-acdm,13.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,30.0, United-States, <=50K
33.0, Local-gov,140253.66, Masters,16.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,36.0, United-States, <=50K
37.0, Self-emp-not-inc,178510.47, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, ?,90105.91, 7th-8th,5.0, Never-married, ?, Not-in-family, Black, Male,0.0,0.0,50.0, United-States, <=50K
52.66689, State-gov,13492.0, Bachelors,16.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,30.0, United-States, >50K
45.0, Self-emp-inc,13492.0, Bachelors,16.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,99.0, United-States, >50K
44.0, Private,192391.48, 11th,9.0, Never-married, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,183021.55, Bachelors,12.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,13492.0, Some-college,12.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,43.0, United-States, <=50K
35.0, Private,147494.56, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,120221.766, 7th-8th,7.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,38.0, Puerto-Rico, <=50K
32.0, Private,124741.586, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, India, >50K
17.0, Local-gov,238326.8, 11th,1.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,4356.0,45.0, United-States, <=50K
35.0, Private,202602.55, Masters,15.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
47.0, Private,152951.62, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
48.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-not-inc,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Wife, White, Male,0.0,0.0,35.0, United-States, >50K
34.0, Local-gov,120210.17, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,33.0, United-States, <=50K
42.0, Private,198212.78, HS-grad,10.0, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0.0,0.0,40.0, Puerto-Rico, <=50K
45.0, Local-gov,184009.55, HS-grad,9.0, Separated, Other-service, Unmarried, Black, Female,0.0,0.0,20.0, United-States, <=50K
43.0, Private,24979.594, HS-grad,9.0, Divorced, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
46.0, Self-emp-inc,244294.23, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
52.0, Private,13492.0, HS-grad,10.0, Divorced, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
90.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, Black, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Local-gov,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
41.0, Self-emp-inc,44043.496, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,191089.11, Masters,14.0, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, United-States, >50K
56.0, Private,119823.28, Some-college,9.0, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Self-emp-inc,144037.02, Bachelors,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Cuba, <=50K
35.0, Self-emp-inc,240524.88, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,35.0, United-States, <=50K
23.0, Private,175783.53, HS-grad,9.0, Never-married, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,13492.0, HS-grad,9.0, Widowed, Exec-managerial, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
49.0, Private,13492.0, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,4766.8154,0.0,40.0, United-States, >50K
54.0, Private,105001.19, 9th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, State-gov,148125.39, Masters,13.0, Separated, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
42.0, Private,181145.73, Assoc-voc,11.0, Divorced, Transport-moving, Not-in-family, Black, Male,0.0,0.0,33.0, United-States, <=50K
41.0, Self-emp-not-inc,46541.004, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
32.0, State-gov,119793.81, Bachelors,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
30.0, Private,138145.8, Masters,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,45.0, United-States, >50K
51.714478, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
52.0, Private,156497.95, HS-grad,9.0, Divorced, Sales, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
22.0, ?,207065.88, HS-grad,9.0, Never-married, ?, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
17.0, Private,159900.6, 12th,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,36.0, United-States, <=50K
17.0, Private,186311.44, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Male,0.0,0.0,1.0, United-States, <=50K
38.0, State-gov,31398.393, Some-college,10.0, Divorced, Tech-support, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
52.0, Private,177538.66, 7th-8th,1.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,234952.02, 10th,9.0, Married-civ-spouse, Transport-moving, Husband, Black, Male,99999.0,0.0,40.0, United-States, >50K
26.0, Private,121733.38, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
51.0, Local-gov,13492.0, Some-college,10.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
27.0, Private,28321.504, Bachelors,16.0, Never-married, Prof-specialty, Not-in-family, White, Male,0.0,0.0,99.0, United-States, >50K
36.0, Federal-gov,169271.64, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
46.0, Self-emp-not-inc,97411.41, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
26.0, Private,100030.38, HS-grad,9.0, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,99999.0,0.0,40.0, Puerto-Rico, <=50K
29.0, Private,141351.47, Assoc-voc,11.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,50.0, United-States, <=50K
57.0, Private,316279.88, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
27.0, Private,13492.0, 11th,9.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
53.0, Federal-gov,13492.0, HS-grad,9.0, Divorced, Other-service, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,152460.62, Assoc-voc,11.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
36.0, Self-emp-not-inc,119397.21, HS-grad,9.0, Never-married, Farming-fishing, Not-in-family, White, Male,0.0,0.0,40.0, Cuba, <=50K
26.0, Private,102917.055, Masters,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,209101.03, Some-college,10.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
23.0, Private,133684.4, Assoc-acdm,11.0, Never-married, Exec-managerial, Own-child, Black, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,167486.89, Prof-school,13.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,50.0, United-States, >50K
41.0, Private,189813.5, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Female,0.0,0.0,36.0, United-States, >50K
38.0, Private,171026.62, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
60.0, Private,195215.11, 12th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,106693.43, Bachelors,15.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,50.0, India, >50K
28.0, Federal-gov,90630.11, Bachelors,14.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999.0,0.0,45.0, United-States, >50K
54.0, Private,146382.0, Assoc-acdm,13.0, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
35.0, Private,176672.89, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
37.0, State-gov,13492.0, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0.0,0.0,40.0, United-States, >50K
41.0, Private,131978.83, Masters,15.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
39.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
44.0, Self-emp-not-inc,13492.0, HS-grad,9.0, Widowed, Farming-fishing, Not-in-family, White, Male,0.0,0.0,30.0, United-States, <=50K
17.0, Private,197516.67, Assoc-voc,13.0, Married-civ-spouse, Sales, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
17.0, Private,1210504.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, ?, <=50K
19.0, Private,169331.12, Masters,14.0, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Self-emp-not-inc,154552.11, Some-college,11.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
34.0, Private,145571.02, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
32.0, Private,72385.375, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
18.0, Private,175931.05, HS-grad,9.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,13492.0, 10th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,13492.0, Some-college,10.0, Separated, Machine-op-inspct, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,37632.074, Some-college,10.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
38.0, Private,231334.8, Some-college,9.0, Separated, Adm-clerical, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
17.0, Private,194371.81, Bachelors,11.0, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0.0,0.0,40.0, Japan, <=50K
17.0, Local-gov,222479.89, Some-college,12.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,33.0, United-States, <=50K
40.0, Private,13492.0, Some-college,11.0, Divorced, Other-service, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
33.0, Local-gov,195920.05, Masters,14.0, Divorced, Adm-clerical, Unmarried, Black, Female,0.0,0.0,16.0, United-States, >50K
31.0, Self-emp-not-inc,201753.28, Assoc-voc,13.0, Divorced, Prof-specialty, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
17.0, Private,227488.66, Some-college,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,15.0, United-States, <=50K
90.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
53.0, State-gov,114075.41, Assoc-voc,13.0, Widowed, Other-service, Unmarried, White, Female,0.0,0.0,1.0, United-States, <=50K
32.0, Private,246335.06, Some-college,10.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, Mexico, <=50K
48.0, Local-gov,102476.46, 11th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
28.0, Private,270130.25, Assoc-acdm,12.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.215862, United-States, <=50K
38.0, Private,13492.0, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,32.0, United-States, <=50K
39.0, Private,13492.0, Some-college,10.0, Widowed, Adm-clerical, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Local-gov,13492.0, Assoc-voc,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
32.0, Private,105881.84, Assoc-voc,12.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K
34.0, State-gov,160716.39, HS-grad,9.0, Never-married, Adm-clerical, Other-relative, Black, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Self-emp-inc,188990.5, HS-grad,10.0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
50.0, Self-emp-inc,13492.0, 12th,9.0, Divorced, Adm-clerical, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
22.0, Private,70620.27, 11th,1.0, Never-married, Handlers-cleaners, Own-child, Black, Male,0.0,0.0,41.0, United-States, <=50K
47.0, Private,13492.0, 9th,9.0, Never-married, Handlers-cleaners, Not-in-family, White, Female,99999.0,0.0,40.0, United-States, <=50K
43.0, Private,102933.92, Some-college,10.0, Married-civ-spouse, Tech-support, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
45.0, Self-emp-not-inc,151916.86, 11th,8.0, Never-married, Farming-fishing, Unmarried, White, Male,0.0,0.0,40.0, United-States, <=50K
37.0, Private,13492.0, Bachelors,13.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, ?, >50K
33.0, Local-gov,99548.44, Bachelors,13.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,339981.3, 10th,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
42.0, Local-gov,167429.39, Masters,13.0, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0.0,0.0,40.0, England, >50K
37.0, Private,137298.88, HS-grad,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,99.0, United-States, <=50K
17.0, Self-emp-not-inc,13492.0, Some-college,12.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, Private,169332.44, 11th,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,40.0, England, <=50K
46.0, Private,13492.0, HS-grad,9.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
26.0, Self-emp-inc,187550.33, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,56.869595, United-States, <=50K
52.0, Self-emp-not-inc,13492.0, Some-college,10.0, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298.0,0.0,54.0, United-States, <=50K
17.0, Private,56499.656, Some-college,10.0, Never-married, Tech-support, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,13492.0, HS-grad,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
90.0, Private,50870.387, Some-college,10.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
29.0, Private,141651.89, Some-college,10.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,20.0, United-States, <=50K
45.0, Private,29903.945, Some-college,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
39.0, Local-gov,1210504.0, Masters,14.0, Never-married, Prof-specialty, Unmarried, Black, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Self-emp-inc,247042.06, Bachelors,12.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, ?, <=50K
61.0, Private,136997.56, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
45.0, Private,35976.31, HS-grad,9.0, Divorced, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
69.0, Self-emp-inc,206841.6, Some-college,10.0, Widowed, Sales, Not-in-family, White, Female,0.0,0.0,1.0, United-States, <=50K
30.0, Private,139263.22, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
39.0, Private,126644.09, HS-grad,9.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
25.0, Private,147148.7, 12th,9.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,1.0, United-States, <=50K
33.0, Private,172552.11, Bachelors,13.0, Divorced, Prof-specialty, Not-in-family, White, Male,0.0,0.0,36.0, United-States, <=50K
41.0, Private,117529.91, Bachelors,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
31.0, Private,191843.08, Some-college,10.096922, Never-married, Adm-clerical, Not-in-family, White, Female,0.0,0.0,38.9995, United-States, <=50K
17.0, ?,79350.51, 7th-8th,1.0, Never-married, Farming-fishing, Own-child, White, Male,0.0,0.0,50.0, United-States, <=50K
33.0, Private,128640.45, Masters,16.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999.0,0.0,40.0, United-States, <=50K
90.0, Self-emp-inc,1210504.0, 12th,9.0, Widowed, Farming-fishing, Not-in-family, White, Female,0.0,0.0,30.0, United-States, <=50K
29.0, Private,84900.875, Assoc-voc,10.0, Never-married, Other-service, Own-child, White, Female,0.0,0.0,20.0, United-States, <=50K
38.0, Private,307906.53, Bachelors,14.0, Married-civ-spouse, Sales, Husband, White, Male,7298.0,0.0,50.0, United-States, >50K
42.0, Private,13492.0, Some-college,10.0, Married-civ-spouse, Adm-clerical, Wife, White, Female,0.0,0.0,36.0, United-States, >50K
30.0, Private,210407.89, Bachelors,13.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, Canada, <=50K
58.0, Local-gov,116675.46, HS-grad,9.0, Married-civ-spouse, Adm-clerical, Husband, White, Female,0.0,0.0,40.0, Puerto-Rico, >50K
23.0, Private,13492.0, Some-college,10.0, Divorced, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, United-States, <=50K
30.0, Private,124041.09, Assoc-voc,10.0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0.0,0.0,45.0, United-States, <=50K
17.0, Private,163918.1, Prof-school,13.0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0.0,0.0,40.0, United-States, >50K
17.0, Local-gov,118128.77, Bachelors,13.0, Never-married, Prof-specialty, Not-in-family, Black, Male,0.0,0.0,40.0, United-States, <=50K
40.0, Private,39030.312, Assoc-voc,11.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,35.0, United-States, <=50K
43.0, Private,169032.38, Some-college,10.0, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0.0,0.0,40.0, Puerto-Rico, >50K
24.0, Self-emp-not-inc,13492.0, Some-college,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
33.0, Private,125182.164, Assoc-voc,11.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
64.0, Self-emp-not-inc,159182.86, HS-grad,9.0, Married-civ-spouse, Sales, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
25.0, Local-gov,108478.27, Some-college,10.0, Divorced, Adm-clerical, Own-child, White, Female,0.0,0.0,35.0, United-States, <=50K
45.0, Private,140241.36, HS-grad,9.0, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0.0,0.0,40.0, Philippines, <=50K
42.0, Private,202384.97, Some-college,10.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, United-States, >50K
41.0, Self-emp-inc,13492.0, Some-college,10.0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0.0,0.0,62.0, United-States, >50K
17.0, ?,147259.69, Bachelors,13.0, Never-married, ?, Own-child, White, Male,0.0,0.0,40.0, United-States, <=50K
34.0, Private,163074.47, Some-college,10.0, Divorced, Exec-managerial, Not-in-family, White, Female,0.0,0.0,40.0, Canada, <=50K
49.0, ?,128582.94, HS-grad,9.0, Married-civ-spouse, ?, Wife, White, Female,0.0,0.0,40.0, United-States, <=50K
58.0, Self-emp-inc,13492.0, HS-grad,9.0, Married-civ-spouse, Protective-serv, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
17.0, Private,198689.64, HS-grad,9.0, Never-married, Machine-op-inspct, Own-child, Other, Female,0.0,0.0,25.0, Puerto-Rico, <=50K
33.0, Private,38008.81, Bachelors,13.0, Married-civ-spouse, Craft-repair, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
17.0, Private,186933.56, 12th,9.0, Never-married, Other-service, Own-child, White, Male,0.0,0.0,30.0, United-States, <=50K
38.0, Private,32153.36, Some-college,9.0, Married-civ-spouse, Sales, Husband, Black, Male,0.0,0.0,40.0, South, >50K
30.251472, Private,200241.31, Some-college,11.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
30.0, Private,105571.23, Assoc-acdm,11.0, Never-married, Adm-clerical, Own-child, White, Female,0.0,0.0,40.0, United-States, <=50K
37.0, Private,114109.55, Some-college,10.0, Married-civ-spouse, Other-service, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, State-gov,216443.95, HS-grad,9.0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
22.0, Private,95854.88, 12th,9.0, Married-civ-spouse, Transport-moving, Husband, White, Male,0.0,0.0,40.0, United-States, <=50K
17.0, ?,247587.14, Masters,13.0, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0.0,0.0,38.0, Philippines, <=50K
36.0, Self-emp-inc,175065.02, Bachelors,13.0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0.0,0.0,40.0, United-States, >50K
35.0, Private,13492.0, 11th,9.0, Widowed, Other-service, Not-in-family, White, Female,0.0,0.0,40.0, United-States, <=50K
61.0, ?,72776.266, 7th-8th,5.0, Married-spouse-absent, ?, Not-in-family, White, Male,0.0,0.0,60.0, United-States, <=50K
39.0, Self-emp-inc,178345.08, Some-college,10.0, Married-civ-spouse, ?, Husband, White, Male,0.0,0.0,50.0, United-States, <=50K
32.0, Private,102530.15, Some-college,10.0, Divorced, Sales, Unmarried, White, Female,0.0,0.0,40.0, United-States, <=50K
31.0, Private,1210504.0, Masters,13.0, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0.0,0.0,50.0, United-States, <=50K
